id-produit|code-ean|denomination-concise|denomination-subjective|description-concise|description-complète|url-article|url-photo1|url-photo2|url-photo3|url-photo4|url-photo5|marque|genre|classification|id-reference|disponibilite|statut-de-disponibilite|prix-ttc|ecotaxe|retractation|quantite|delai-de-reappro|delai-de-livraison|unite-delai-de-livraison|delai-d-expedition|unite-delai-d-expedition|frais-de-port|description-livraison|prix-public-generalement-constate|mots-clefs|date-heure-de-debut-promotion|date-heure-de-fin-promotion|prix-ttc-avant-promotion|promotion|pourcentage-de-la-remise|prix-remise|type-de-promotion|garantie|message-promotionnel|couleur|taille|matiere
8553140485|||||"Eum molestiae id voluptas aut. Ducimus voluptatem sunt omnis aliquam reprehenderit. Laudantium dignissimos veritatis in quo incidunt pariatur pariatur."||https://cdn.shopify.com/s/files/1/2199/5191/products/barcelona-city-view.jpg?v=1500461208|Baby||||||108.00|1||48|||||||||data-generator|||||||||||"Cotton purple - jkw-mkm"|
8553140485|||||"Eum molestiae id voluptas aut. Ducimus voluptatem sunt omnis aliquam reprehenderit. Laudantium dignissimos veritatis in quo incidunt pariatur pariatur."||https://cdn.shopify.com/s/files/1/2199/5191/products/barcelona-city-view.jpg?v=1500461208|Baby||||||39.00|1||11|||||||||data-generator|||||||||||"Soft yellow - i42-hdh"|
8553152773|||||"Doloremque et tenetur voluptatibus nostrum. Consequuntur impedit enim accusamus deserunt voluptate qui vero. Et rerum sed culpa dolores. Voluptatem et ab dignissimos id nostrum id veritatis quam optio. Impedit ipsam molestiae dolores et ab modi. Sapiente culpa ducimus."||https://cdn.shopify.com/s/files/1/2199/5191/products/bomb-lapel-pin-product-photo.jpg?v=1500461247|Beauty||||||0.00|1||1|||||||||data-generator|||||||||||"Default Title"|
8553165701|||||"Cupiditate quo consequatur nihil et non. Ut aut eaque et quis aperiam quidem sed. Natus esse optio officia quia culpa tempora aut quisquam. Quia voluptate eaque qui necessitatibus et consequuntur dolorum saepe voluptatem."||https://cdn.shopify.com/s/files/1/2199/5191/products/mini-jar-candle.jpg?v=1500461289|Jewelery||||||267.00|1||44|||||||||data-generator|||||||||||"Cotton orchid - klo-v40"|
8553165701|||||"Cupiditate quo consequatur nihil et non. Ut aut eaque et quis aperiam quidem sed. Natus esse optio officia quia culpa tempora aut quisquam. Quia voluptate eaque qui necessitatibus et consequuntur dolorum saepe voluptatem."||https://cdn.shopify.com/s/files/1/2199/5191/products/mini-jar-candle.jpg?v=1500461289|Jewelery||||||96.00|1||41|||||||||data-generator|||||||||||"Frozen lime - lx5-uf0"|
8553165701|||||"Cupiditate quo consequatur nihil et non. Ut aut eaque et quis aperiam quidem sed. Natus esse optio officia quia culpa tempora aut quisquam. Quia voluptate eaque qui necessitatibus et consequuntur dolorum saepe voluptatem."||https://cdn.shopify.com/s/files/1/2199/5191/products/mini-jar-candle.jpg?v=1500461289|Jewelery||||||181.00|1||22|||||||||data-generator|||||||||||"Granite orchid - m6s-gb4"|
8553163205|||||"Quae nobis laboriosam ut error exercitationem est veritatis. Est qui ex voluptatum voluptate magni exercitationem. Tenetur laborum a id sequi nihil rerum labore maxime facilis."||https://cdn.shopify.com/s/files/1/2199/5191/products/mini-drone-quadrocopter.jpg?v=1500461282|Grocery||||||81.00|1||8|||||||||data-generator|||||||||||"Soft plum - is9-k70"|
8553163205|||||"Quae nobis laboriosam ut error exercitationem est veritatis. Est qui ex voluptatum voluptate magni exercitationem. Tenetur laborum a id sequi nihil rerum labore maxime facilis."||https://cdn.shopify.com/s/files/1/2199/5191/products/mini-drone-quadrocopter.jpg?v=1500461282|Grocery||||||224.00|1||6|||||||||data-generator|||||||||||"Concrete silver - sww-k4j"|
8553158277|||||"Consectetur voluptatem a est. Ut fugit accusantium tempore dolorem voluptas est nisi illum. Molestiae ex fugiat voluptas facilis qui minima perspiciatis iste assumenda. Sunt sit excepturi quia nulla ut. Repellendus quod mollitia qui architecto quas. Quibusdam non minima nulla aut nihil."||https://cdn.shopify.com/s/files/1/2199/5191/products/young-woman-typing-macbook.jpg?v=1500461265|Music||||||32.00|1||33|||||||||data-generator|||||||||||"Soft mint green - d98-yq2"|
8553158277|||||"Consectetur voluptatem a est. Ut fugit accusantium tempore dolorem voluptas est nisi illum. Molestiae ex fugiat voluptas facilis qui minima perspiciatis iste assumenda. Sunt sit excepturi quia nulla ut. Repellendus quod mollitia qui architecto quas. Quibusdam non minima nulla aut nihil."||https://cdn.shopify.com/s/files/1/2199/5191/products/young-woman-typing-macbook.jpg?v=1500461265|Music||||||248.00|1||37|||||||||data-generator|||||||||||"Metal black - lot-bb6"|
8553158277|||||"Consectetur voluptatem a est. Ut fugit accusantium tempore dolorem voluptas est nisi illum. Molestiae ex fugiat voluptas facilis qui minima perspiciatis iste assumenda. Sunt sit excepturi quia nulla ut. Repellendus quod mollitia qui architecto quas. Quibusdam non minima nulla aut nihil."||https://cdn.shopify.com/s/files/1/2199/5191/products/young-woman-typing-macbook.jpg?v=1500461265|Music||||||208.00|1||26|||||||||data-generator|||||||||||"Plastic olive - jpf-hov"|
8553149317|||||"Voluptas rem temporibus eos sunt qui asperiores perspiciatis. Rerum rerum et aliquid quam amet velit est. Eaque a officiis quia molestias. Veniam minus nostrum corrupti velit. Ut cumque suscipit vel. Sapiente consequatur voluptas consequuntur."||https://cdn.shopify.com/s/files/1/2199/5191/products/looking-out-window-wearing-headphones.jpg?v=1500461235|Shoes||||||0.00|1||1|||||||||data-generator|||||||||||"Default Title"|
8553164677|||||"Ea ut aut assumenda magnam. Ut quisquam vero praesentium possimus libero necessitatibus dicta. Ab eveniet deserunt molestiae velit suscipit corrupti consequatur. Veniam distinctio deserunt rerum qui esse odit. Sunt occaecati laudantium consequuntur in unde consequatur est deserunt. Corrupti nemo optio explicabo consequuntur corrupti veniam adipisci."||https://cdn.shopify.com/s/files/1/2199/5191/products/pouring-maple-syrup-on-waffles.jpg?v=1500461286|Games||||||269.00|1||18|||||||||data-generator|||||||||||"Steel grey - 5kq-4y9"|
8553164677|||||"Ea ut aut assumenda magnam. Ut quisquam vero praesentium possimus libero necessitatibus dicta. Ab eveniet deserunt molestiae velit suscipit corrupti consequatur. Veniam distinctio deserunt rerum qui esse odit. Sunt occaecati laudantium consequuntur in unde consequatur est deserunt. Corrupti nemo optio explicabo consequuntur corrupti veniam adipisci."||https://cdn.shopify.com/s/files/1/2199/5191/products/pouring-maple-syrup-on-waffles.jpg?v=1500461286|Games||||||172.00|1||43|||||||||data-generator|||||||||||"Frozen silver - r0m-9pf"|
8553156037|||||"Porro dolore ut accusamus error aliquid inventore. Officia quaerat sed blanditiis ullam et unde omnis. Recusandae et et accusantium quis dicta. Est aut voluptatem similique. Dolorem aut asperiores expedita vitae iste dolore."||https://cdn.shopify.com/s/files/1/2199/5191/products/cute-cat-photo.jpg?v=1500461258|Tools||||||67.00|1||19|||||||||data-generator|||||||||||"Steel red - hns-o1o"|
8553156037|||||"Porro dolore ut accusamus error aliquid inventore. Officia quaerat sed blanditiis ullam et unde omnis. Recusandae et et accusantium quis dicta. Est aut voluptatem similique. Dolorem aut asperiores expedita vitae iste dolore."||https://cdn.shopify.com/s/files/1/2199/5191/products/cute-cat-photo.jpg?v=1500461258|Tools||||||122.00|1||43|||||||||data-generator|||||||||||"Soft orange - 31z-19g"|
8553156037|||||"Porro dolore ut accusamus error aliquid inventore. Officia quaerat sed blanditiis ullam et unde omnis. Recusandae et et accusantium quis dicta. Est aut voluptatem similique. Dolorem aut asperiores expedita vitae iste dolore."||https://cdn.shopify.com/s/files/1/2199/5191/products/cute-cat-photo.jpg?v=1500461258|Tools||||||82.00|1||43|||||||||data-generator|||||||||||"Frozen black - pay-xez"|
8553137285|||||"Sequi cupiditate eligendi enim voluptate amet recusandae vitae quis officiis. Eum molestiae eum voluptas aliquam perferendis. Rerum praesentium similique rerum voluptas id id voluptatem omnis fuga. Reprehenderit enim ipsa qui dolor ut reiciendis."||https://cdn.shopify.com/s/files/1/2199/5191/products/man-crossing-city-street.jpg?v=1500461198|Beauty||||||227.00|1||35|||||||||data-generator|||||||||||"Plastic teal - irn-42l"|
8553137285|||||"Sequi cupiditate eligendi enim voluptate amet recusandae vitae quis officiis. Eum molestiae eum voluptas aliquam perferendis. Rerum praesentium similique rerum voluptas id id voluptatem omnis fuga. Reprehenderit enim ipsa qui dolor ut reiciendis."||https://cdn.shopify.com/s/files/1/2199/5191/products/man-crossing-city-street.jpg?v=1500461198|Beauty||||||117.00|1||19|||||||||data-generator|||||||||||"Wooden blue - 72r-nl0"|
